epoch,train_loss,val_loss,val_mae
64,0.02164,0.11842,0.01308
65,0.02026,0.11874,0.01272
66,0.01886,0.12114,0.01286
67,0.01861,0.11785,0.01276
68,0.01799,0.11545,0.01266
69,0.01876,0.11913,0.01265
70,0.01874,0.12277,0.01289
71,0.02039,0.11658,0.01249
72,0.01949,0.11809,0.01269
73,0.02424,0.11407,0.01261
74,0.02141,0.11495,0.01264
75,0.02087,0.11590,0.01286
76,0.02063,0.11958,0.01268
77,0.01768,0.11781,0.01276
78,0.01795,0.12052,0.01293
79,0.01685,0.11353,0.01261
80,0.01668,0.12029,0.01287
81,0.01592,0.11481,0.01265
82,0.01611,0.11644,0.01267
83,0.01674,0.11429,0.01273
84,0.01591,0.11911,0.01263
85,0.01726,0.11948,0.01271
86,0.01752,0.11499,0.01267
87,0.01740,0.11787,0.01269
88,0.01671,0.11724,0.01284
89,0.01567,0.11599,0.01281
90,0.01677,0.11746,0.01263
91,0.01605,0.11640,0.01275
92,0.01612,0.11438,0.01274
93,0.01773,0.11589,0.01260
94,0.01555,0.11610,0.01252
95,0.01545,0.11846,0.01268
96,0.01639,0.11094,0.01238
97,0.01497,0.11698,0.01260
98,0.01690,0.11682,0.01261
99,0.01741,0.11405,0.01233
100,0.01822,0.11279,0.01236
101,0.01524,0.11482,0.01266
102,0.01536,0.11316,0.01240
103,0.01501,0.11275,0.01239
104,0.01446,0.11190,0.01262
105,0.01568,0.11575,0.01257
106,0.01743,0.11406,0.01253
107,0.01887,0.11349,0.01236
108,0.01681,0.11434,0.01243
109,0.01591,0.11279,0.01231
110,0.01420,0.11215,0.01247
111,0.01631,0.11278,0.01218
112,0.01587,0.11353,0.01238
113,0.01493,0.11247,0.01222
114,0.01457,0.11126,0.01241
115,0.01520,0.11121,0.01212
116,0.01426,0.11180,0.01230
117,0.01982,0.11087,0.01258
118,0.01585,0.10936,0.01226
119,0.01469,0.11021,0.01235
120,0.01384,0.11195,0.01231
121,0.01471,0.11175,0.01221
122,0.01376,0.11155,0.01240
123,0.01342,0.11307,0.01234
124,0.01528,0.10930,0.01223
125,0.01387,0.11122,0.01219
126,0.01438,0.11086,0.01212
127,0.01396,0.11133,0.01224
128,0.01994,0.10883,0.01217
129,0.02015,0.11086,0.01221
130,0.01429,0.11041,0.01221
131,0.01364,0.11476,0.01253
132,0.01329,0.10985,0.01208
133,0.01382,0.11285,0.01235
134,0.01294,0.11384,0.01230
135,0.01260,0.10898,0.01205
136,0.01267,0.10936,0.01216
137,0.01237,0.11106,0.01211
138,0.01250,0.11259,0.01231
139,0.01324,0.11209,0.01221
140,0.01245,0.10972,0.01209
141,0.01258,0.10741,0.01206
142,0.01275,0.11130,0.01204
143,0.01255,0.10815,0.01198
144,0.01207,0.10758,0.01197
145,0.01224,0.10969,0.01203
146,0.01216,0.11079,0.01212
147,0.01191,0.10989,0.01215
148,0.01230,0.10888,0.01192
149,0.01275,0.10978,0.01211
150,0.01272,0.11180,0.01227
151,0.01243,0.11230,0.01229
152,0.01187,0.11332,0.01225
153,0.01184,0.11070,0.01215
154,0.01197,0.11516,0.01237
155,0.01179,0.11229,0.01223
156,0.01215,0.10925,0.01215
157,0.01231,0.10913,0.01203
158,0.01205,0.11082,0.01221
159,0.01171,0.10566,0.01200
160,0.01179,0.10974,0.01208
161,0.01169,0.10934,0.01214
162,0.01176,0.11296,0.01222
163,0.01505,0.11089,0.01208
164,0.02036,0.11200,0.01229
165,0.01855,0.10863,0.01189
166,0.01942,0.11020,0.01219
167,0.01574,0.10857,0.01191
168,0.01503,0.11175,0.01204
169,0.01360,0.11149,0.01213
170,0.01338,0.10674,0.01200
171,0.01196,0.10772,0.01199
172,0.01210,0.11140,0.01214
173,0.01163,0.11390,0.01225
174,0.01172,0.10946,0.01204
175,0.01171,0.10991,0.01206
176,0.01167,0.11108,0.01209
177,0.01137,0.10979,0.01199
178,0.01143,0.10919,0.01200
179,0.01277,0.11008,0.01198
180,0.01251,0.11129,0.01213
181,0.01124,0.11010,0.01206
182,0.01122,0.11444,0.01211
183,0.01121,0.11311,0.01204
184,0.01091,0.10977,0.01200
185,0.01148,0.11233,0.01223
186,0.01132,0.11261,0.01217
187,0.01152,0.11305,0.01200
188,0.01128,0.11043,0.01193
189,0.01101,0.10956,0.01188
190,0.01029,0.10937,0.01184
191,0.01079,0.11154,0.01208
192,0.01091,0.11027,0.01194
193,0.01111,0.10827,0.01201
194,0.01049,0.10922,0.01179
195,0.01061,0.11133,0.01197
196,0.01055,0.11051,0.01204
197,0.01060,0.11153,0.01200
198,0.01109,0.11276,0.01202
199,0.01088,0.11263,0.01210
